;dbn;school_name;borough;latitude;longitude;location;avg_perc Grads;latitude_rad;longitude_rad;trees;crashes;pc;shootings;arrests;programs;bins
145;09X241;Urban Assembly School for Applied Math and Science, The;Bronx;40.839244;-73.901316;(40.839244, -73.901316);88.81935483870969;0.7127792718253392;-1.2898212857567657;782;2299;0;48;7552;4;3
146;09X250;Eximius College Preparatory Academy: A College Board School;Bronx;40.833665;-73.902499;(40.833665, -73.902499);83.37;0.7126818999063704;-1.289841933001817;879;2307;3;157;17359;5;0
147;09X252;Mott Hall Bronx High School;Bronx;40.839244;-73.901316;(40.839244, -73.901316);79.88837209302325;0.7127792718253392;-1.2898212857567657;782;2299;0;48;7552;4;3
148;09X260;Bronx Center for Science and Mathematics;Bronx;40.833665;-73.902499;(40.833665, -73.902499);90.39500000000001;0.7126818999063704;-1.289841933001817;879;2307;3;157;17359;5;0
149;09X263;Validus Preparatory Academy: An Expeditionary Learning School;Bronx;40.839244;-73.901316;(40.839244, -73.901316);69.0975;0.7127792718253392;-1.2898212857567657;782;2299;0;48;7552;4;3
150;09X276;Leadership Institute;Bronx;40.840891;-73.898166;(40.840891, -73.898166);52.79;0.7128080173981194;-1.289766307885328;669;2673;1;81;18816;6;5
151;09X297;Morris Academy for Collaborative Studies;Bronx;40.827642;-73.904473;(40.827642, -73.904473);70.0195652173913;0.7125767787255227;-1.2898763858012512;1058;2310;2;190;14765;4;0
152;09X324;Bronx Early College Academy for Teaching & Learning;Bronx;40.828696;-73.917668;(40.828696, -73.917668);92.07619047619048;0.7125951744958388;-1.290106681996052;1342;3480;2;159;33347;0;4
153;09X327;Comprehensive Model School Project M.S. 327;Bronx;40.842495;-73.916082;(40.842495, -73.916082);85.33333333333333;0.7128360124793215;-1.2900790010741152;1006;5171;1;149;28665;5;1
154;09X329;DreamYard Preparatory School;Bronx;40.840422;-73.91091;(40.840422, -73.91091);52.78421052631579;0.7127998318039276;-1.2899887326452022;1067;2951;1;164;25577;7;0
155;09X350;New Directions Secondary School;Bronx;40.840422;-73.91091;(40.840422, -73.91091);;0.7127998318039276;-1.2899887326452022;1067;2951;1;164;25577;7;0
156;09X365;Academy for Language and Technology;Bronx;40.849623;-73.91607;(40.849623, -73.91607);88.13548387096773;0.7129604195484036;-1.290078791634605;1163;3525;2;151;17503;4;1
157;09X403;Bronx International High School;Bronx;40.827642;-73.904473;(40.827642, -73.904473);71.82115384615385;0.7125767787255227;-1.2898763858012512;1058;2310;2;190;14765;4;0
158;09X404;School for Excellence;Bronx;40.827642;-73.904473;(40.827642, -73.904473);66.0173076923077;0.7125767787255227;-1.2898763858012512;1058;2310;2;190;14765;4;0
159;09X412;Bronx High School of Business;Bronx;40.840422;-73.91091;(40.840422, -73.91091);51.20192307692308;0.7127998318039276;-1.2899887326452022;1067;2951;1;164;25577;7;0
160;09X413;Bronx High School for Medical Science;Bronx;40.840422;-73.91091;(40.840422, -73.91091);87.66326530612245;0.7127998318039276;-1.2899887326452022;1067;2951;1;164;25577;7;0
161;09X505;Bronx School for Law, Government and Justice;Bronx;40.827607;-73.918681;(40.827607, -73.918681);78.54807692307692;0.7125761678602845;-1.2901243621813747;1263;3766;2;174;32340;1;4
162;09X517;Frederick Douglass Academy III Secondary School;Bronx;40.833511;-73.90449;(40.833511, -73.90449);75.5906976744186;0.7126792120993223;-1.289876682507224;844;2589;4;203;22345;5;0
163;09X525;Bronx Leadership Academy High School;Bronx;40.843588;-73.903236;(40.843588, -73.903236);67.73846153846154;0.7128550889280457;-1.2898547960784041;892;4707;1;137;27055;0;0
164;09X543;High School for Violin and Dance;Bronx;40.827642;-73.904473;(40.827642, -73.904473);71.96326530612245;0.7125767787255227;-1.2898763858012512;1058;2310;2;190;14765;4;0
165;09X564;Claremont International HS;Bronx;40.840422;-73.91091;(40.840422, -73.91091);67.53333333333333;0.7127998318039276;-1.2899887326452022;1067;2951;1;164;25577;7;0
166;19K422;Spring Creek Community School;Brooklyn;40.657459;-73.874756;(40.657459, -73.874756);;0.7096065250446013;-1.2893577263074363;795;867;0;17;1141;0;0
167;09X568;Young Women's Leadership School of the Bronx;Bronx;40.848516;-73.908427;(40.848516, -73.908427);;0.7129410987535839;-1.2899453961198752;1250;4761;0;197;31980;5;0
168;10X141;Riverdale / Kingsbridge Academy (Middle School / High School 141);Bronx;40.888338;-73.913486;(40.888338, -73.913486);86.82115384615385;0.7136361237683132;-1.2900336923267337;709;830;1;2;689;0;1
169;10X213;Bronx Engineering and Technology Academy;Bronx;40.877105;-73.912256;(40.877105, -73.912256);75.18139534883721;0.7134400709334366;-1.290012224776934;455;1431;2;26;3608;4;0
170;10X225;Theatre Arts Production Company School;Bronx;40.854493;-73.896717;(40.854493, -73.896717);85.67999999999999;0.7130454170829756;-1.2897410180644664;1171;3194;0;209;37020;3;0
171;10X237;The Marie Curie School for Medicine, Nursing, and Health Professions;Bronx;40.875911;-73.901099;(40.875911, -73.901099);76.96976744186045;0.7134192317021679;-1.289817498392289;732;3178;0;36;7152;1;1
172;10X243;West Bronx Academy for the Future;Bronx;40.860043;-73.888267;(40.860043, -73.888267);67.80681818181819;0.7131422828564614;-1.289593537742673;797;3857;0;82;18057;2;2
173;10X264;Bronx Academy for Software Engineering (BASE);Bronx;40.855698;-73.882715;(40.855698, -73.882715);76.6;0.7130664483004622;-1.2894966370626024;874;2766;1;70;9708;2;2
174;10X268;Kingsbridge International High School;Bronx;40.870293;-73.898309;(40.870293, -73.898309);58.3875;0.7133211791047908;-1.2897688037061583;933;2485;1;65;12864;1;1
175;10X284;Bronx School of Law and Finance;Bronx;40.877105;-73.912256;(40.877105, -73.912256);71.55;0.7134400709334366;-1.290012224776934;455;1431;2;26;3608;4;0
176;10X342;International School for Liberal Arts;Bronx;40.870293;-73.898309;(40.870293, -73.898309);67.98333333333333;0.7133211791047908;-1.2897688037061583;933;2485;1;65;12864;1;1
177;10X351;Bronx Collaborative High School;Bronx;40.882178;-73.88691;(40.882178, -73.88691);12.383333333333333;0.7135286114863905;-1.2895698536247235;603;1982;1;23;5006;4;1
178;10X353;World View High School;Bronx;40.882178;-73.88691;(40.882178, -73.88691);85.7;0.7135286114863905;-1.2895698536247235;603;1982;1;23;5006;4;1
179;10X368;In-Tech Academy (M.S. / High School 368);Bronx;40.879368;-73.909896;(40.879368, -73.909896);80.15217391304348;0.7134795677344093;-1.289971035006587;760;2259;3;28;5128;4;0
180;10X374;Knowledge and Power Preparatory Academy International High School (Kappa);Bronx;40.860043;-73.888267;(40.860043, -73.888267);85.02903225806452;0.7131422828564614;-1.289593537742673;797;3857;0;82;18057;2;2
181;10X433;High School for Teaching and the Professions;Bronx;40.870293;-73.898309;(40.870293, -73.898309);68.37692307692308;0.7133211791047908;-1.2897688037061583;933;2485;1;65;12864;1;1
182;10X434;Belmont Preparatory High School;Bronx;40.860043;-73.888267;(40.860043, -73.888267);71.03877551020409;0.7131422828564614;-1.289593537742673;797;3857;0;82;18057;2;2
183;10X437;Fordham High School for the Arts;Bronx;40.860043;-73.888267;(40.860043, -73.888267);76.87551020408164;0.7131422828564614;-1.289593537742673;797;3857;0;82;18057;2;2
184;10X438;Fordham Leadership Academy for Business and Technology;Bronx;40.860043;-73.888267;(40.860043, -73.888267);52.49807692307692;0.7131422828564614;-1.289593537742673;797;3857;0;82;18057;2;2
185;10X439;Bronx High School for Law and Community Service;Bronx;40.860043;-73.888267;(40.860043, -73.888267);65.04081632653062;0.7131422828564614;-1.289593537742673;797;3857;0;82;18057;2;2
186;10X440;DeWitt Clinton High School;Bronx;40.882178;-73.88691;(40.882178, -73.88691);58.00384615384615;0.7135286114863905;-1.2895698536247235;603;1982;1;23;5006;4;1
187;10X442;Celia Cruz Bronx High School of Music, The;Bronx;40.870293;-73.898309;(40.870293, -73.898309);85.4608695652174;0.7133211791047908;-1.2897688037061583;933;2485;1;65;12864;1;1
188;10X445;Bronx High School of Science;Bronx;40.87759;-73.89104;(40.87759, -73.89104);99.52115384615385;0.7134485357803089;-1.2896419357228308;310;743;0;3;1603;0;0
189;10X477;Marble Hill High School for International Studies;Bronx;40.877105;-73.912256;(40.877105, -73.912256);91.87346938775511;0.7134400709334366;-1.290012224776934;455;1431;2;26;3608;4;0
190;10X524;Crotona International High School;Bronx;40.855698;-73.882715;(40.855698, -73.882715);49.154545454545456;0.7130664483004622;-1.2894966370626024;874;2766;1;70;9708;2;2
191;10X546;Bronx Theatre High School;Bronx;40.877105;-73.912256;(40.877105, -73.912256);70.86521739130436;0.7134400709334366;-1.290012224776934;455;1431;2;26;3608;4;0
192;10X549;Discovery High School;Bronx;40.870293;-73.898309;(40.870293, -73.898309);66.10434782608696;0.7133211791047908;-1.2897688037061583;933;2485;1;65;12864;1;1
193;10X565;High School for Energy and Technology;Bronx;40.855698;-73.882715;(40.855698, -73.882715);76.11666666666666;0.7130664483004622;-1.2894966370626024;874;2766;1;70;9708;2;2
194;10X696;High School of American Studies at Lehman College;Bronx;40.873938;-73.895382;(40.873938, -73.895382);98.8265306122449;0.713384796356026;-1.2897177179189525;577;803;0;24;3039;0;0
195;11X249;Bronx Health Sciences High School;Bronx;40.874091;-73.833904;(40.874091, -73.833904);95.31395348837209;0.7133874667097816;-1.2886447244014114;640;1140;0;20;1624;2;0
196;11X253;Bronx High School for Writing and Communication Arts;Bronx;40.875953;-73.86197;(40.875953, -73.86197);61.02173913043478;0.7134199647404538;-1.289134568509276;766;2101;2;61;7581;3;1
197;11X265;Bronx Lab School;Bronx;40.875953;-73.86197;(40.875953, -73.86197);73.78372093023255;0.7134199647404538;-1.289134568509276;766;2101;2;61;7581;3;1
198;11X270;Academy for Scholarship and Entrepreneurship: A College Board School;Bronx;40.887831;-73.852694;(40.887831, -73.852694);69.38292682926829;0.7136272749490056;-1.2889726717678611;718;1711;0;155;21988;0;0
199;11X275;High School of Computers and Technology;Bronx;40.875953;-73.86197;(40.875953, -73.86197);82.70930232558139;0.7134199647404538;-1.289134568509276;766;2101;2;61;7581;3;1
200;11X288;Collegiate Institute for Math and Science;Bronx;40.859665;-73.861006;(40.859665, -73.861006);85.02391304347826;0.7131356855118889;-1.289117743535287;843;990;2;57;3795;3;0
201;11X290;Bronx Academy of Health Careers;Bronx;40.875953;-73.86197;(40.875953, -73.86197);72.4608695652174;0.7134199647404538;-1.289134568509276;766;2101;2;61;7581;3;1
202;11X299;Astor Collegiate Academy;Bronx;40.859665;-73.861006;(40.859665, -73.861006);75.55869565217391;0.7131356855118889;-1.289117743535287;843;990;2;57;3795;3;0
203;11X418;Bronx High School for the Visual Arts;Bronx;40.851405;-73.865036;(40.851405, -73.865036);65.62857142857143;0.7129915213156741;-1.2891880803041422;1057;1983;1;15;5007;0;1
204;11X455;Harry S Truman High School;Bronx;40.874091;-73.833904;(40.874091, -73.833904);65.40384615384616;0.7133874667097816;-1.2886447244014114;640;1140;0;20;1624;2;0
205;11X508;Bronxdale High School;Bronx;40.859665;-73.861006;(40.859665, -73.861006);79.83636363636364;0.7131356855118889;-1.289117743535287;843;990;2;57;3795;3;0
206;11X509;High School of Language and Innovation;Bronx;40.859665;-73.861006;(40.859665, -73.861006);70.35454545454546;0.7131356855118889;-1.289117743535287;843;990;2;57;3795;3;0
207;11X513;New World High School;Bronx;40.887831;-73.852694;(40.887831, -73.852694);80.76046511627906;0.7136272749490056;-1.2889726717678611;718;1711;0;155;21988;0;0
208;11X514;The Bronxwood Preparatory Academy;Bronx;40.887831;-73.852694;(40.887831, -73.852694);64.16976744186047;0.7136272749490056;-1.2889726717678611;718;1711;0;155;21988;0;0
209;11X542;Pelham Preparatory Academy;Bronx;40.859665;-73.861006;(40.859665, -73.861006);90.62857142857143;0.7131356855118889;-1.289117743535287;843;990;2;57;3795;3;0
210;11X544;High School for Contemporary Arts;Bronx;40.875953;-73.86197;(40.875953, -73.86197);72.83695652173913;0.7134199647404538;-1.289134568509276;766;2101;2;61;7581;3;1
211;11X545;Bronx Aerospace High School;Bronx;40.875953;-73.86197;(40.875953, -73.86197);80.59183673469387;0.7134199647404538;-1.289134568509276;766;2101;2;61;7581;3;1
212;12X242;Mott Hall V;Bronx;40.831416;-73.877785;(40.831416, -73.877785);84.46875;0.712642647451493;-1.289410592330479;761;2433;2;130;23024;3;1
213;12X248;Metropolitan High School, The;Bronx;40.827315;-73.897612;(40.827315, -73.897612);67.33023255813953;0.7125710714988687;-1.2897566387612718;1421;1876;1;173;17184;0;0
214;12X251;Explorations Academy;Bronx;40.8359;-73.890458;(40.8359, -73.890458);65.9;0.7127209080151524;-1.2896317779065842;1071;2305;1;125;16041;9;3
215;12X267;Bronx Latin;Bronx;40.827743;-73.900105;(40.827743, -73.900105);83.90967741935484;0.7125785415080672;-1.289800149819524;1292;2002;3;221;17765;2;0
216;12X271;East Bronx Academy for the Future;Bronx;40.836356;-73.888361;(40.836356, -73.888361);69.15217391304348;0.7127288667165416;-1.28959517835217;980;2715;1;120;15868;5;2
217;12X278;Peace and Diversity Academy;Bronx;40.827315;-73.897612;(40.827315, -73.897612);43.87173913043478;0.7125710714988687;-1.2897566387612718;1421;1876;1;173;17184;0;0
218;12X372;Urban Assembly School for Wildlife Conservation;Bronx;40.843945;-73.884788;(40.843945, -73.884788);77.075;0.7128613197534753;-1.289532817737996;1154;2917;2;188;16884;4;2
219;12X388;Pan American International High School at Monroe;Bronx;40.831601;-73.878912;(40.831601, -73.878912);76.64615384615385;0.7126458763106092;-1.2894302621911489;666;2513;2;115;21450;3;1
220;12X478;THE CINEMA SCHOOL;Bronx;40.831416;-73.877785;(40.831416, -73.877785);93.75714285714287;0.712642647451493;-1.289410592330479;761;2433;2;130;23024;3;1
221;12X511;Bronx Envision Academy;Bronx;40.8359;-73.890458;(40.8359, -73.890458);59.964285714285715;0.7127209080151524;-1.2896317779065842;1071;2305;1;125;16041;9;3
222;16K594;Gotham Professional Arts Academy;Brooklyn;40.680463;-73.922264;(40.680463, -73.922264);63.696774193548386;0.7100080205857301;-1.2901868973284736;1098;3119;1;172;12947;2;0
223;12X521;The Metropolitan Soundview High School;Bronx;40.831601;-73.878912;(40.831601, -73.878912);73.46363636363637;0.7126458763106092;-1.2894302621911489;666;2513;2;115;21450;3;1
224;12X550;High School of World Cultures;Bronx;40.831601;-73.878912;(40.831601, -73.878912);65.7826923076923;0.7126458763106092;-1.2894302621911489;666;2513;2;115;21450;3;1
225;14K614;Young Women's Leadership School of Brooklyn;Brooklyn;40.705204;-73.939407;(40.705204, -73.939407);100.0;0.710439832495966;-1.290486099122143;789;3415;4;132;12979;0;0
226;12X682;Fannie Lou Hamer Freedom High School;Bronx;40.83087;-73.88626;(40.83087, -73.88626);67.5326923076923;0.712633117953777;-1.2895585089845853;727;2618;1;67;10735;4;0
227;12X684;Wings Academy;Bronx;40.841794;-73.875366;(40.841794, -73.875366);63.97692307692308;0.7128237777212649;-1.2893683728158734;473;3642;0;80;13604;0;3
228;12X692;Monroe Academy for Visual Arts & Design;Bronx;40.831601;-73.878912;(40.831601, -73.878912);49.51923076923077;0.7126458763106092;-1.2894302621911489;666;2513;2;115;21450;3;1
229;13K265;Dr. Susan S. McKinney Secondary School of the Arts;Brooklyn;40.696324;-73.97578;(40.696324, -73.97578);75.925;0.7102848472583888;-1.2911209277309708;535;2506;2;113;9194;2;4
230;13K350;Urban Assembly High School of Music and Art;Brooklyn;40.697339;-73.985016;(40.697339, -73.985016);67.31750000000001;0.7103025623502965;-1.291282126340685;568;7407;2;95;24055;9;4
231;13K412;Brooklyn Community High School of Communication, Arts and Media;Brooklyn;40.692642;-73.958794;(40.692642, -73.958794);72.51944444444445;0.7102205842353304;-1.290824466104227;762;3545;1;103;13208;6;0
232;13K419;Science Skills Center High School for Science, Technology and the Creative Arts;Brooklyn;40.697339;-73.985016;(40.697339, -73.985016);75.26538461538462;0.7103025623502965;-1.291282126340685;568;7407;2;95;24055;9;4
233;13K430;Brooklyn Technical High School;Brooklyn;40.688834;-73.976905;(40.688834, -73.976905);96.65192307692307;0.7101541220974145;-1.2911405626850558;1099;4486;0;29;15019;4;5
234;13K439;Brooklyn International High School;Brooklyn;40.697339;-73.985016;(40.697339, -73.985016);86.07884615384616;0.7103025623502965;-1.291282126340685;568;7407;2;95;24055;9;4
235;13K483;The Urban Assembly School for Law and Justice;Brooklyn;40.694682;-73.988853;(40.694682, -73.988853);90.89767441860465;0.7102561889520711;-1.2913490946240842;954;7185;1;15;29657;5;6
236;13K499;ACORN Community High School;Brooklyn;40.678488;-73.962105;(40.678488, -73.962105);70.38076923076923;0.7099735503330031;-1.2908822539557605;1022;2745;1;64;8018;5;2
237;13K527;Urban Assembly Institute of Math and Science for Young Women;Brooklyn;40.694682;-73.988853;(40.694682, -73.988853);84.74761904761905;0.7102561889520711;-1.2913490946240842;954;7185;1;15;29657;5;6
238;13K595;Bedford Academy High School;Brooklyn;40.68538;-73.954302;(40.68538, -73.954302);96.98478260869565;0.7100938384250506;-1.2907460659142274;1185;2948;1;140;15454;1;0
239;13K605;George Westinghouse Career and Technical Education High School;Brooklyn;40.694926;-73.986015;(40.694926, -73.986015);68.67307692307692;0.7102604475554459;-1.2912995621799124;711;7427;2;44;36117;6;6
240;13K670;Benjamin Banneker Academy;Brooklyn;40.695332;-73.969243;(40.695332, -73.969243);94.8096153846154;0.7102675335922091;-1.291006835557768;1023;2400;0;54;5662;0;3
241;13K674;City Polytechnic High School of Engineering, Architecture, and Technology;Brooklyn;40.694926;-73.986015;(40.694926, -73.986015);82.8;0.7102604475554459;-1.2912995621799124;711;7427;2;44;36117;6;6
242;14K071;Juan Morel Campos Secondary School;Brooklyn;40.703624;-73.953146;(40.703624, -73.953146);55.86279069767442;0.7104122562937843;-1.2907258899080745;1233;3117;0;28;12405;7;0
243;14K322;Foundations Academy;Brooklyn;40.697152;-73.946641;(40.697152, -73.946641);45.94;0.7102992985845954;-1.2906123562402323;608;2575;1;217;17433;4;2
244;14K449;Brooklyn Latin School, The;Brooklyn;40.709941;-73.943641;(40.709941, -73.943641);98.1861111111111;0.7105225087426329;-1.2905599963626724;1122;3179;1;60;8331;11;0
245;14K454;Green School: An Academy for Environmental Careers;Brooklyn;40.709941;-73.943641;(40.709941, -73.943641);63.74166666666666;0.7105225087426329;-1.2905599963626724;1122;3179;1;60;8331;11;0
246;14K474;PROGRESS High School for Professional Careers;Brooklyn;40.712184;-73.939722;(40.712184, -73.939722);68.82307692307693;0.7105616564777552;-1.2904915969092867;803;3308;1;40;6417;7;1
247;14K477;School for Legal Studies;Brooklyn;40.712184;-73.939722;(40.712184, -73.939722);63.517307692307696;0.7105616564777552;-1.2904915969092867;803;3308;1;40;6417;7;1
248;14K478;The High School for Enterprise, Business and Technology;Brooklyn;40.712184;-73.939722;(40.712184, -73.939722);81.80384615384615;0.7105616564777552;-1.2904915969092867;803;3308;1;40;6417;7;1
249;14K488;Brooklyn Preparatory High School;Brooklyn;40.715073;-73.954754;(40.715073, -73.954754);83.86744186046512;0.7106120790398451;-1.2907539548024465;1177;4936;0;10;6702;0;1
250;14K558;Williamsburg High School for Architecture and Design;Brooklyn;40.715073;-73.954754;(40.715073, -73.954754);87.07674418604651;0.7106120790398451;-1.2907539548024465;1177;4936;0;10;6702;0;1
251;14K561;Williamsburg Preparatory School;Brooklyn;40.715073;-73.954754;(40.715073, -73.954754);86.41555555555556;0.7106120790398451;-1.2907539548024465;1177;4936;0;10;6702;0;1
252;14K586;Lyons Community School;Brooklyn;40.709941;-73.943641;(40.709941, -73.943641);66.19677419354838;0.7105225087426329;-1.2905599963626724;1122;3179;1;60;8331;11;0
253;14K610;Automotive High School;Brooklyn;40.721981;-73.953281;(40.721981, -73.953281);56.38269230769231;0.710732646384573;-1.2907282461025646;992;2306;1;13;2874;3;8
254;14K632;Frances Perkins Academy;Brooklyn;40.721981;-73.953281;(40.721981, -73.953281);65.62307692307692;0.710732646384573;-1.2907282461025646;992;2306;1;13;2874;3;8
255;14K685;El Puente Academy for Peace and Justice;Brooklyn;40.705898;-73.955611;(40.705898, -73.955611);71.75192307692308;0.7104519450809748;-1.2907689122741361;1231;4075;2;35;15283;6;0
256;15K423;Brooklyn Frontiers High School;Brooklyn;40.690145;-73.989132;(40.690145, -73.989132);32.32727272727273;0.7101770033639081;-1.291353964092697;1271;5749;0;7;32632;5;2
257;15K429;Brooklyn School for Global Studies;Brooklyn;40.685419;-73.993351;(40.685419, -73.993351);65.74038461538461;0.7100945191034589;-1.291427599533839;1619;2957;1;34;7015;6;3
258;15K448;Brooklyn Secondary School for Collaborative Studies;Brooklyn;40.68007;-74.001377;(40.68007, -74.001377);88.375;0.7100011614417696;-1.2915676796596038;1323;3641;2;21;8388;0;0
259;15K462;Secondary School for Law;Brooklyn;40.669629;-73.979287;(40.669629, -73.979287);78.5173076923077;0.7098189316145689;-1.2911821364278382;1654;2067;2;1;2199;0;1
260;15K463;Secondary School for Journalism;Brooklyn;40.669629;-73.979287;(40.669629, -73.979287);69.46530612244898;0.7098189316145689;-1.2911821364278382;1654;2067;2;1;2199;0;1
261;15K464;Park Slope Collegiate;Brooklyn;40.669629;-73.979287;(40.669629, -73.979287);67.14423076923077;0.7098189316145689;-1.2911821364278382;1654;2067;2;1;2199;0;1
262;15K497;School for International Studies;Brooklyn;40.685419;-73.993351;(40.685419, -73.993351);68.93461538461538;0.7100945191034589;-1.291427599533839;1619;2957;1;34;7015;6;3
263;15K519;Cobble Hill School of American Studies;Brooklyn;40.684524;-73.990993;(40.684524, -73.990993);68.45;0.7100788984066535;-1.2913864446700767;1450;2415;0;52;8440;7;1
264;15K592;Khalil Gibran International Academy;Brooklyn;40.686499;-73.979649;(40.686499, -73.979649);68.35000000000001;0.7101133686593804;-1.2911884545197303;1225;7512;1;40;21049;4;3
265;15K656;Brooklyn High School of the Arts;Brooklyn;40.683559;-73.98027;(40.683559, -73.98027);85.05192307692307;0.7100620559793718;-1.2911992930143854;1161;6327;2;43;18526;6;0
266;15K667;Sunset Park High School;Brooklyn;40.65571;-74.005197;(40.65571, -74.005197);73.01904761904763;0.7095759992359838;-1.2916343512370299;584;3619;0;15;13086;6;0
267;15K684;Millennium Brooklyn HS;Brooklyn;40.669629;-73.979287;(40.669629, -73.979287);97.2090909090909;0.7098189316145689;-1.2911821364278382;1654;2067;2;1;2199;0;1
268;16K393;Frederick Douglass Academy IV Secondary School;Brooklyn;40.692126;-73.931731;(40.692126, -73.931731);72.95;0.7102115783363901;-1.29035212764876;957;2725;4;128;12047;4;0
269;16K455;Boys and Girls High School;Brooklyn;40.67944;-73.932407;(40.67944, -73.932407);50.57884615384615;0.7099901658674821;-1.2903639260745032;1130;3744;1;200;13959;1;1
270;16K498;Brooklyn High School for Law and Technology;Brooklyn;40.688831;-73.920906;(40.688831, -73.920906);68.08076923076922;0.7101540697375369;-1.2901631957572315;1004;3231;2;183;23323;6;0
271;16K688;The Brooklyn Academy of Global Finance;Brooklyn;40.691274;-73.933697;(40.691274, -73.933697);51.30384615384616;0.7101967081311631;-1.290386440821854;1006;2204;3;174;12428;5;0
272;16K765;Nelson Mandela High School;Brooklyn;40.67944;-73.932407;(40.67944, -73.932407);;0.7099901658674821;-1.2903639260745032;1130;3744;1;200;13959;1;1
273;17K122;Pathways in Technology Early College High School (P-Tech);Brooklyn;40.675612;-73.938843;(40.675612, -73.938843);74.8;0.7099233546637158;-1.2904762554651619;861;3008;4;169;13054;5;2
274;17K382;Academy for College Preparation and Career Exploration: A College Board School;Brooklyn;40.649787;-73.95855;(40.649787, -73.95855);72.35277777777777;0.7094726233843883;-1.2908202075008524;663;4482;1;180;20784;9;1
275;17K408;Academy of Hospitality and Tourism;Brooklyn;40.649787;-73.95855;(40.649787, -73.95855);65.20833333333333;0.7094726233843883;-1.2908202075008524;663;4482;1;180;20784;9;1
276;17K524;International High School at Prospect Heights;Brooklyn;40.670349;-73.961695;(40.670349, -73.961695);66.10000000000001;0.7098314979851833;-1.2908750981058275;930;1912;0;94;10907;7;1
277;17K528;The High School for Global Citizenship;Brooklyn;40.670349;-73.961695;(40.670349, -73.961695);65.22093023255815;0.7098314979851833;-1.2908750981058275;930;1912;0;94;10907;7;1
278;17K531;School for Human Rights, The;Brooklyn;40.658893;-73.942458;(40.658893, -73.942458);74.80869565217391;0.7096315530660748;-1.2905393491176214;641;2408;1;61;8333;6;0
279;17K533;School for Democracy and Leadership;Brooklyn;40.658893;-73.942458;(40.658893, -73.942458);66.72093023255815;0.7096315530660748;-1.2905393491176214;641;2408;1;61;8333;6;0
280;17K537;High School for Youth and Community Development at Erasmus;Brooklyn;40.649787;-73.95855;(40.649787, -73.95855);68.80869565217391;0.7094726233843883;-1.2908202075008524;663;4482;1;180;20784;9;1
281;17K539;High School for Service & Learning at Erasmus;Brooklyn;40.649787;-73.95855;(40.649787, -73.95855);73.95652173913044;0.7094726233843883;-1.2908202075008524;663;4482;1;180;20784;9;1
282;17K543;Science, Technology and Research Early College High School at Erasmus;Brooklyn;40.649787;-73.95855;(40.649787, -73.95855);97.3804347826087;0.7094726233843883;-1.2908202075008524;663;4482;1;180;20784;9;1
283;17K546;High School for Public Service: Heroes of Tomorrow;Brooklyn;40.658893;-73.942458;(40.658893, -73.942458);95.49782608695651;0.7096315530660748;-1.2905393491176214;641;2408;1;61;8333;6;0
284;17K547;Brooklyn Academy of Science and the Environment;Brooklyn;40.670349;-73.961695;(40.670349, -73.961695);73.18163265306123;0.7098314979851833;-1.2908750981058275;930;1912;0;94;10907;7;1
285;17K548;Brooklyn School for Music & Theatre;Brooklyn;40.670349;-73.961695;(40.670349, -73.961695);79.33695652173913;0.7098314979851833;-1.2908750981058275;930;1912;0;94;10907;7;1
286;17K590;Medgar Evers College Preparatory School;Brooklyn;40.667195;-73.951167;(40.667195, -73.951167);94.10384615384615;0.7097764503005753;-1.2906913498421775;1239;4247;0;115;18504;3;0
287;17K600;Clara Barton High School;Brooklyn;40.669567;-73.961962;(40.669567, -73.961962);73.95576923076922;0.7098178495104327;-1.2908797581349303;853;1734;0;86;10212;7;1
288;17K745;Brooklyn Institute for Liberal Arts;Brooklyn;40.658893;-73.942458;(40.658893, -73.942458);94.2;0.7096315530660748;-1.2905393491176214;641;2408;1;61;8333;6;0
289;17K751;Academy for Health Careers;Brooklyn;40.675612;-73.938843;(40.675612, -73.938843);75.60625;0.7099233546637158;-1.2904762554651619;861;3008;4;169;13054;5;2
